source_id,post_id,tweeted_at,longitude,latitude,lonlat,geo_0,geo_1,geo_2,geo_3,place_id,place_name,place_category_1,place_category_2,place_category_3,user_id,user_screen_name,user_lang,gender,nationality,text,text_lang,trimmed_text,trimmed_text2,text_status,url,image_url,created_at,updated_at,living_pref,living_city,working_pref,working_city,media_id,hour,city_code,pref_code
3,1465274209479888896,2021-11-29 19:59:29+09,139.6427654,35.45235262,0101000020E61000000380BE88917461407894CEB0E6B94140,神奈川県,横浜市 中区,,,,,,,,99194290,_coredump_,,,JP,今年の赤レンガのアイススケートリンクは、スリッパでスリップ？ 場所: 横浜赤レンガ倉庫（Yokohama Red Brick Warehouse） https://t.co/1HJL4CbLEe,,今年の赤レンガのアイススケートリンクは、スリッパでスリップ? 場所: 横浜赤レンガ倉庫,"['今年', '赤レンガ', 'アイススケートリンク', 'スリッパ', 'スリップ', '場所', '横浜赤レンガ倉庫', 'Yokohama', 'Red', 'Brick', 'Warehouse']",1,https://www.instagram.com/p/CW23bFWPClz/?utm_medium=twitter,https://www.instagram.com/p/CW23bFWPClz/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,神奈川県,横浜市 中区,神奈川県,横浜市 中区,1,19,14104.0,14.0
3,1465274209874100225,2021-11-29 19:59:29+09,130.8828,33.8383,0101000020E6100000151DC9E53F5C60404F1E166A4DEB4040,福岡県,北九州市 小倉南区,,,,,,,,113054344,DJ_TOGGY,,,JP,"病院の待合室にMacBookを持ち込み仕事をしていたので、術中は暇を持て余すこともなく有意義に過ごせました。

ステント手術は無事成功。

本当に久しぶりにお袋と会話も出来ました。

関係者の皆さまに感謝！ 場所: Kitakyushu-shi, Fukuoka, Japan https://t.co/RuyNTYVugJ",,"病院の待合室にMacBookを持ち込み仕事をしていたので、術中は暇を持て余すこともなく有意義に過ごせました。  ステント手術は無事成功。  本当に久しぶりにお袋と会話も出来ました。  関係者の皆さまに感謝! 場所: Kitakyushu-shi, Fukuoka, Japan","['病院', '待合室', 'MacBook', '持ち込み', '仕事', 'し', 'い', '術中', '暇', '持て余す', 'こと', 'なく', '有意義', '過ごせ', 'ステント', '手術', '無事', '成功', '久しぶり', 'お袋', '会話', '出来', '関係者', '皆さま', '感謝', '場所', 'Kitakyushu', 'shi', 'Fukuoka', 'Japan']",1,https://www.instagram.com/p/CW23bGMp5pb/?utm_medium=twitter,https://www.instagram.com/p/CW23bGMp5pb/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,福岡県,福岡市 中央区,福岡県,福岡市 中央区,1,19,40107.0,40.0
3,1465274206174826501,2021-11-29 19:59:28+09,135.785001,34.994844,0101000020E610000079CA6ABA1EF96040984F560C577F4140,京都府,京都市 東山区,,,,,,,,553466099,patoahi,,,JP,"うーん最高 (@ 清水寺 in 京都市, 京都府) https://t.co/EbMauCAkAR https://t.co/6fvlIsfdu8",,うーん最高,"['最高', '清水寺']",1,https://www.swarmapp.com/c/3JPDHOn8mHx,https://pbs.twimg.com/media/FFWzIEyWQAQ3N0c.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,北海道,帯広市,北海道,札幌市 中央区,2,19,26105.0,26.0
3,1465274197484134405,2021-11-29 19:59:26+09,139.735128,35.692104,0101000020E6100000F7CB272B8677614024B726DD96D84140,東京都,新宿区,,,,,,,,61010909,beardpapa813,,,JP,"帰ります (@ 市ヶ谷 in 新宿区, 東京都) https://t.co/mnFvsff9pD",,帰ります,"['帰り', '市ヶ谷']",1,https://www.swarmapp.com/c/58DDu0JdC1u,,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,中央区,東京都,東久留米市,2,19,13104.0,13.0
4,1465274196565676037,2021-11-29 19:59:26+09,139.42448616,35.624198238,0101000020E6100000BFD9FF63956D6140253755BAE5CF4140,東京都,多摩市,,,4bd2b7dbb221c9b6c535d8d0,多摩センター駅 バスターミナル,交通施設,その他交通施設,バスターミナル,6019682,codepure,,,JP,"だらだらーっとかえる (@ 多摩センター駅バス停 in 多摩市, 東京都) https://t.co/bgnOOt8k7I",,だらだらーっとかえる,"['かえる', '多摩センター駅', 'バス停']",1,https://www.swarmapp.com/c/itZmNGqknBK,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,多摩市,東京都,調布市,2,19,13224.0,13.0
3,1465274192891371524,2021-11-29 19:59:25+09,136.88376615,35.16854285,0101000020E6100000FBF1F2CF471C6140C15CE6CF92954140,愛知県,名古屋市 中村区,,,,,,,,819144209957425154,VX05_TAMO2,,,JP,"I'm at 名鉄バスセンター in 名古屋市, 愛知県 https://t.co/v6FI5TfIB2 https://t.co/7fcGzyUWwW",,,['名鉄バスセンター'],0,https://www.swarmapp.com/c/1pzEpiBVptC,https://pbs.twimg.com/media/FFWzHTKWQAINY8u.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,愛知県,名古屋市 中村区,愛知県,名古屋市 中区,2,19,23105.0,23.0
3,1465274187728232451,2021-11-29 19:59:24+09,138.76191115,37.13572168,0101000020E6100000A6F67D9361586140A67AF8535F914240,新潟県,十日町市,,,,,,,,161546494,PTTKM,,,JP,今日はみんなが青物、俺だけ鯛🎣店用に干物作ります😤 場所: 魚沼ホルモン亭純ちゃん https://t.co/6xuMNzQgCb,,今日はみんなが青物、俺だけ鯛🎣店用に干物作ります😤 場所: 魚沼ホルモン亭純ちゃん,"['今日', 'みんな', '青物', '俺', '鯛', '用', '干物', '作り', '場所', '魚沼', 'ホルモン', '亭', '純ちゃん']",1,https://www.instagram.com/p/CW23aIQPiib/?utm_medium=twitter,https://www.instagram.com/p/CW23aIQPiib/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,新潟県,十日町市,新潟県,十日町市,1,19,15210.0,15.0
4,1465274175648677891,2021-11-29 19:59:21+09,140.06242,35.66595,0101000020E6100000B9533A58FF816140B7627FD93DD54140,千葉県,千葉市 花見川区,,,6076cd1567b551750745a0d2,千葉西営業所,その他,その他,オフィス,1371798265511866380,shiba_GVF,,,JP,"帰る (@ 千葉西営業所 in 千葉市, 千葉県) https://t.co/zFU8kMPHqg",,帰る,"['帰る', '千葉', '西', '営業所']",1,https://www.swarmapp.com/c/iwwEjxN0L1U,,2021-11-29 20:55:13,2021-11-29 20:55:13,埼玉県,三郷市,千葉県,千葉市 稲毛区,2,19,12102.0,12.0
3,1465274170359652361,2021-11-29 19:59:20+09,139.534444,35.401414,0101000020E610000064B14D2A1A7161400A14B18861B34140,神奈川県,横浜市 戸塚区,,,,,,,,1632598338,Na86Shadow,,,JP,"I'm at 有隣堂 - @yurindo_totsuka in 横浜市, 神奈川県 https://t.co/Npdrx1LvDy",,,"['有隣堂', 'yurindo', 'totsuka']",0,https://www.swarmapp.com/c/dnFL1sg5QAy,,2021-11-29 20:45:04,2021-11-29 20:45:04,神奈川県,横浜市 栄区,東京都,千代田区,2,19,14110.0,14.0
4,1465274168035926019,2021-11-29 19:59:19+09,139.57336,35.594294,0101000020E6100000B51A12F758726140C11A67D311CC4140,神奈川県,川崎市 宮前区,,,4bd7e5eef645c9b65ce0a6e0,東京料金所,交通施設,その他交通施設,料金所,945390057900224512,Pacific0083,,,JP,"I'm at 東京料金所 - @c_nexco_tokyo in 川崎市, 神奈川県 https://t.co/p268lAQCuP",,,"['東京料金所', 'c', 'nexco', 'tokyo']",0,https://www.swarmapp.com/c/d7ZkEzMF14D,,2021-11-29 20:55:13,2021-11-29 20:55:13,埼玉県,さいたま市 大宮区,東京都,千代田区,2,19,14136.0,14.0
3,1465274158552600587,2021-11-29 19:59:17+09,139.55868645,35.57690314,0101000020E6100000FDEE67C2E07161403EA14BF6D7C94140,神奈川県,横浜市 青葉区,,,,,,,,7434192,imae,,,JP,"夕飯は、何にしようかな。 (@ 東急ストア in 横浜市, 神奈川県) https://t.co/qelILgzyQU",,夕飯は、何にしようかな。,"['夕飯', '何', 'しよ', '東急ストア']",1,https://www.swarmapp.com/c/lIz8ZH5l2TX,,2021-11-29 20:45:04,2021-11-29 20:45:04,神奈川県,横浜市 青葉区,神奈川県,川崎市 幸区,2,19,14117.0,14.0
4,1465274153339076608,2021-11-29 19:59:16+09,141.90519695,43.48626105,0101000020E61000000C16985FF7BC6140C98855CD3DBE4540,北海道,砂川市,,,4d3196d6329e5481f30aa81d,セブンイレブン 砂川西1条店,ショッピング,コンビニエンスストア,コンビニ,1087651874625318914,ugannbo,,,JP,"I'm at セブンイレブン 砂川西1条店 in 砂川市, 北海道 https://t.co/e8hPp11HR5",,,"['セブンイレブン', '砂川', '西', '1条']",0,https://www.swarmapp.com/c/eY1bb0eRhGH,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,豊島区,東京都,豊島区,2,19,1226.0,1.0
3,1465274137186820099,2021-11-29 19:59:12+09,135.50947579,34.77339443,0101000020E6100000EC042CA04DF0604019E1B396FE624140,大阪府,吹田市,,,,,,,,86263086,cometkobe,,,JP,"I'm at 関西大学・正門時計台 in 吹田市, 大阪府 https://t.co/7bePb6QLRd https://t.co/CjTJ66X5ua",,,"['関西大学', '正門', '時計台']",0,https://www.swarmapp.com/c/axxZR6JZzlV,https://pbs.twimg.com/media/FFWzEBQWYAMSBgq.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,兵庫県,神戸市 東灘区,兵庫県,神戸市 東灘区,2,19,27205.0,27.0
4,1465274125707100176,2021-11-29 19:59:09+09,139.6978308,35.65894357,0101000020E6100000870442A1547661409D874D4358D44140,東京都,渋谷区,,,50b2f2bfe4b057b0197d577b,三田製麺所,飲食,麺専門店,ラーメン屋,601015592,monchan_trb,,,JP,"三田盛りのクーポンがあったので濃厚豚骨魚介つけ麺を (@ 三田製麺所 in 渋谷区, 東京都) https://t.co/xvn2jrKBq3 https://t.co/3sHBDAfqWT",,三田盛りのクーポンがあったので濃厚豚骨魚介つけ麺を,"['三田', '盛り', 'クーポン', 'あっ', '濃厚', '豚骨魚介', 'つけ麺', '三田', '製麺', '所']",1,https://www.swarmapp.com/c/h6s13RA9sr9,https://fastly.4sqi.net/img/general/1200x630/42253579_ytK-8kUZzJpoKA4SQFP-6QoxXTffs0XlBkeM0CNXnAE.jpg,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,新宿区,東京都,新宿区,2,19,13113.0,13.0
3,1465274120531320836,2021-11-29 19:59:08+09,135.50162533,34.69771065,0101000020E61000003F6690500DF0604013E923954E594140,大阪府,大阪市 北区,,,,,,,,145087933,naopi0418,,,JP,"I'm at ワーキングスペース　KKRホテル in 大阪市北区, 大阪府 https://t.co/mMu6qXcMA8",,,"['ワーキング', 'スペース', 'KKR', 'ホテル']",0,https://www.swarmapp.com/c/f7gHoEDeogO,,2021-11-29 20:45:04,2021-11-29 20:45:04,大阪府,大阪市 北区,大阪府,大阪市 北区,2,19,27127.0,27.0
4,1465274105356115975,2021-11-29 19:59:04+09,140.28191328,36.655715928,0101000020E61000000FBDFF6E05896140F71CE17FEE534240,茨城県,常陸大宮市,,,4e4c8bf8814d622afeeee3e9,セブンイレブン 美和鷲子店,ショッピング,コンビニエンスストア,コンビニ,1215111591684796416,MantuyH,,,JP,"I'm at セブンイレブン 美和鷲子店 - @711sej in 常陸大宮市, 茨城県 https://t.co/hJrVUrCL5D",,,"['セブンイレブン', '美和', '鷲子', '711', 'sej']",0,https://www.swarmapp.com/c/4uDWWhuIKsu,,2021-11-29 20:55:13,2021-11-29 20:55:13,栃木県,宇都宮市,茨城県,常陸大宮市,2,19,8225.0,8.0
4,1465274094589554689,2021-11-29 19:59:02+09,139.863063,35.684702,0101000020E610000068EC4B369E7B6140BEC0AC50A4D74140,東京都,江戸川区,,,538ab914498e379b2c8aa38d,のほほん,飲食,中華・韓国料理店,韓国料理店,126002376,tera283_so2001,,,JP,"めしった。 (@ のほほん in 江戸川区, 東京都) https://t.co/UPGY1dnbct",,めしった。,"['め', 'しった']",1,https://www.swarmapp.com/c/kKCXcYgccAe,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,江戸川区,東京都,江戸川区,2,19,13123.0,13.0
4,1465274064453439488,2021-11-29 19:58:55+09,135.749814212,35.011487987,0101000020E6100000B6D35F7AFEF760401F3B387078814140,京都府,京都市 中京区,,,4b9ca70bf964a520aa7436e3,キムチのミズノ,ショッピング,食料品店,グルメショップ,457066284,maroon9300,,,JP,"I'm at キムチのミズノ in 京都市中京区, 京都府 w/ @mc225_8 https://t.co/dHMj0D1IlW",,,"['キムチのミズノ', 'w/', 'mc', '225', '8']",0,https://www.swarmapp.com/c/jE67HjgvJ0h,,2021-11-29 20:55:13,2021-11-29 20:55:13,京都府,京都市 西京区,京都府,京都市 西京区,2,19,26104.0,26.0
3,1465274063669149699,2021-11-29 19:58:54+09,139.6800149,35.46133991,0101000020E61000005E899BAEC275614011E5A82F0DBB4140,神奈川県,横浜市 鶴見区,,,,,,,,448007595,aonin_,,,JP,"I'm at 大黒PA in 横浜市, 神奈川県 w/ @menchaka_dc2 https://t.co/fveS71b86T",,,"['大黒', 'PA', 'w/', 'menchaka', 'dc', '2']",0,https://www.swarmapp.com/c/7uNf3bkVIrI,,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,大田区,北海道,千歳市,2,19,14101.0,14.0
4,1465274047596486658,2021-11-29 19:58:51+09,140.022039413,35.692158134,0101000020E6100000DBC1FF8BB48061405F9842A398D84140,千葉県,船橋市,,,53acef8e498ed1411b866406,ACADEMIA くまざわ書店,ショッピング,その他小売店,書店,46787051,arutoria,,,JP,"つだいま。 (@ ACADEMIA くまざわ書店 in 船橋市, 千葉県) https://t.co/cuwtT1eJnN",,つだいま。,"['いま', 'ACADEMIA', 'くまざわ', '書']",1,https://www.swarmapp.com/c/6LvqEsYIOo2,,2021-11-29 20:55:13,2021-11-29 20:55:13,千葉県,習志野市,東京都,新宿区,2,19,12204.0,12.0
3,1465274046023622662,2021-11-29 19:58:50+09,139.7719,35.702454,0101000020E610000009F9A067B3786140E2783E03EAD94140,東京都,千代田区,,,,,,,,622733812,JohnnySOBA,,,JP,"I'm at eイヤホン秋葉原店 本館 - @e_earphone_akb in 千代田区, 東京都 https://t.co/hB0a3nCu31",,,"['e', 'イヤホン', '秋葉原', '本館', 'e', 'earphone', 'akb']",0,https://www.swarmapp.com/c/fLJUvFzlpwr,,2021-11-29 20:45:04,2021-11-29 20:45:04,大分県,別府市,大分県,別府市,2,19,13101.0,13.0
3,1465274039769915395,2021-11-29 19:58:49+09,135.50983527,34.77357274,0101000020E6100000EA5F0E9250F0604045B0796E04634140,大阪府,吹田市,,,,,,,,86263086,cometkobe,,,JP,"I'm at 関西大学図書館前広場 in Suita, Ōsaka https://t.co/S55sHSeUiO https://t.co/ITxfKYYv3X",,,"['関西', '大学図書館', '広場', 'Suita', 'Ōsaka']",0,https://www.swarmapp.com/c/eIOFTTynxaJ,https://pbs.twimg.com/media/FFWy-U1X0AYNLQi.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,兵庫県,神戸市 東灘区,兵庫県,神戸市 東灘区,2,19,27205.0,27.0
3,1465274042722750465,2021-11-29 19:58:49+09,138.483,36.2167,0101000020E6100000FA7E6ABC744F614088855AD3BC1B4240,長野県,佐久市,,,,,,,,141567997,naoyukinakamura,,,JP,"Saku, Naganoに写真を投稿しましたhttps://t.co/Z8Os6Yw0wr",,"Saku, Naganoに","['Saku', 'Nagano', '写真', '投稿', 'し']",1,https://www.instagram.com/p/CW23V5gPXgo/?utm_medium=twitter,https://www.instagram.com/p/CW23V5gPXgo/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,長野県,佐久市,長野県,佐久市,1,19,20217.0,20.0
3,1465274029263233031,2021-11-29 19:58:46+09,136.883484,35.169414,0101000020E610000042D13C80451C614006BEA25BAF954140,愛知県,名古屋市 中村区,,,,,,,,143467885,jun1taros,,,JP,"#いい肉の日 (@ 炭火焼肉 スギモト in 名古屋市, 愛知県) https://t.co/wv8wbyilhf https://t.co/2OrUYJGVxC",,(,"['いい肉の日', '炭火焼肉', 'スギモト']",1,https://www.swarmapp.com/c/apzVptIcHuK,https://pbs.twimg.com/media/FFWy9vCWUAYi41K.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,,,千葉県,浦安市,2,19,23105.0,23.0
3,1465274026159394816,2021-11-29 19:58:45+09,137.85074,34.716751,0101000020E6100000C5AC1743393B61400A302C7FBE5B4140,静岡県,磐田市,,,,,,,,1030078426281996290,AeWfc6hZFcPB8bD,,,JP,"Iwata, Shizuokaに写真を投稿しましたhttps://t.co/98EUonh0sc",,"Iwata, Shizuokaに","['Iwata', 'Shizuoka', '写真', '投稿', 'し']",1,https://www.instagram.com/p/CW23VrFv4Kh/?utm_medium=twitter,https://www.instagram.com/p/CW23VrFv4Kh/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,静岡県,磐田市,静岡県,磐田市,1,19,22211.0,22.0
4,1465274016420306951,2021-11-29 19:58:43+09,138.762513687,35.570917327,0101000020E61000005B8D1A8366586140A517A8D113C94140,山梨県,笛吹市,,,50cc4f8ee4b0c28fc5a9474e,新御坂トンネル  (笛吹市側),交通施設,その他交通施設,トンネル,808332397292851201,superkaiji229,,,JP,"I'm at 新御坂トンネル  (笛吹市側) in 笛吹市, 山梨県 https://t.co/yaedVXKC4I",,,"['御坂', 'トンネル', '側']",0,https://www.swarmapp.com/c/fo0bOyCFkET,,2021-11-29 20:55:13,2021-11-29 20:55:13,山梨県,大月市,東京都,千代田区,2,19,19211.0,19.0
4,1465274010921762823,2021-11-29 19:58:42+09,130.314547,33.567211,0101000020E6100000C2C1DEC4104A60403A77BB5E9AC84040,福岡県,福岡市 西区,,,5d3006e715cfea00070bb970,PasscaLand,,,,74149451,ngkawa,,,JP,"I'm at PasscaLand in 福岡市西区, 福岡県 https://t.co/PdHdqcSlSa",,,['PasscaLand'],0,https://www.swarmapp.com/ngkawa/checkin/61a4b2516bcc7e250ea735c9?s=QYqEq6npHHC6-VXcmQXyZOoEjys&ref=tw,,2021-11-29 20:55:13,2021-11-29 20:55:13,福岡県,福岡市 博多区,長崎県,諫早市,2,19,40135.0,40.0
3,1465274007809363968,2021-11-29 19:58:41+09,139.7755444,35.62510522,0101000020E610000012537D42D1786140BD3AA67203D04140,東京都,江東区,,,,,,,,220621517,zaki_hmkc,,,JP,"I'm at ダイバーシティ東京 プラザ in 江東区, 東京都 https://t.co/oIgd9eC8Fv https://t.co/9hhK7KKvK9",,,"['ダイバーシティ東京 プラザ', '江']",0,https://www.swarmapp.com/c/le3TwOl39p9,https://pbs.twimg.com/media/FFWy8foXoAsnwxw.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,港区,東京都,港区,2,19,13108.0,13.0
3,1465274007813431296,2021-11-29 19:58:41+09,141.872778,39.273277,0101000020E610000063D520CCEDBB6140DFDFA0BDFAA24340,岩手県,釜石市,,,,,,,,2289115692,takafujiy,,,JP,#三陸鉄道釜石駅 フィギュア展示くらいでした。あるだけマシかも。 場所: 釜石駅 https://t.co/VKZNDLCao7,,フィギュア展示くらいでした。あるだけマシかも。 場所: 釜石駅,"['三陸鉄道', '釜石駅', 'フィギュア', '展示', 'ある', 'マシ', '場所', '釜石駅']",1,https://www.instagram.com/p/CW23UIglI8m/?utm_medium=twitter,https://www.instagram.com/p/CW23UIglI8m/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,広島県,広島市 中区,広島県,広島市 中区,1,19,3211.0,3.0
4,1465274001887014913,2021-11-29 19:58:40+09,139.679774145,35.669428757,0101000020E6100000202EB5B5C075614091286DD7AFD54140,東京都,渋谷区,,,5088097be4b0280e50641bdb,Raccos Bar,飲食,バー,バー,908093090,RACCOSBAR,,,JP,WOLFBURN 三峯奥秩父 三峯神社とのコラボハイランドスコッチです#raccosbar#ラコスバー 場所: Raccos Bar https://t.co/1nskzQLnbF,,WOLFBURN 三峯奥秩父 三峯神社とのコラボハイランドスコッチです場所: Raccos Bar,"['WOLFBURN', '三峯', '奥秩父', '三峯神社', 'コラボハイランドスコッチ', 'raccosbar', 'ラコスバー', '場所', 'Raccos', 'Bar']",1,https://www.instagram.com/p/CW23VIklClr/?utm_medium=twitter,https://www.instagram.com/p/CW23VIklClr/media/?size=l,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,渋谷区,東京都,渋谷区,1,19,13113.0,13.0
3,1465273994312134660,2021-11-29 19:58:38+09,136.98536879,35.19497848,0101000020E610000092F12024881F61400C83090EF5984140,愛知県,名古屋市 守山区,,,,,,,,922770813266247680,SWIFTAIKO,,,JP,"彩乃ちゃんハウスはお引越しです(´・ω・`) (@ 彩乃ちゃんハウス in 名古屋市, 愛知県) https://t.co/YFcJwalu9i",,彩乃ちゃんハウスはお引越しです,"['彩乃', 'ちゃん', 'ハウス', 'お引越し', 'ω', '彩乃', 'ちゃん', 'ハウス']",1,https://www.swarmapp.com/c/3yoG0bHbC2W,,2021-11-29 20:45:04,2021-11-29 20:45:04,北海道,札幌市 清田区,北海道,札幌市 清田区,2,19,23113.0,23.0
